LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2022-03-02 10:29:24,1900-01-00 00:00:00,,02:2E:32:0A:60:E6,-84,,0.000000,0.000000,0.000,0.000,Client
2022-03-02 10:29:26,1900-01-00 00:00:00,,00:15:6D:9C:78:8F,-78,,0.000000,0.000000,0.000,0.000,Client
2022-03-02 10:29:27,1900-01-00 00:00:00,,38:3F:B3:E2:EB:F8,-66, ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,08:6A:0A:A7:2E:19,-74, ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,E0:09:BF:50:02:AC,-70,,0.000000,0.000000,0.000,0.000,Client
2022-03-02 10:29:27,1900-01-00 00:00:00,,88:DE:7C:AB:05:EF,-64, ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,EE:7F:BB:77:44:15,-78,,0.000000,0.000000,0.000,0.000,Client
2022-03-02 10:29:27,1900-01-00 00:00:00,,84:D8:1B:37:46:A4,-36, ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,58:2F:F7:9A:05:0D,-80, ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,A4:08:F5:1B:88:3E,-72, ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,Telecentro-8838,A4:08:F5:1B:88:3E,-70, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,A6:08:F5:1B:89:30,-74, ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,F8:08:4F:3D:44:3B,-66, ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,TeleCentro Wifi,A6:08:F5:1B:89:30,-70, OPN,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,TeleCentro Wifi,A6:08:F5:1B:89:30,-70, OPN,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,Telecentro-8838,A4:08:F5:1B:88:3E,-70, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,Fibertel WiFi260 2.4GHz,F8:08:4F:3D:44:3B,-62, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,TeleCentro Wifi,A6:08:F5:1B:89:30,-66, OPN,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,Telecentro-8838,A4:08:F5:1B:88:3E,-64, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,TeleCentro Wifi,A6:08:F5:1B:89:30,-68, OPN,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,casadelocos_EXT,84:D8:1B:37:46:A4,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,TeleCentro Wifi,A6:08:F5:1B:89:30,-66, OPN,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,Telecentro-8838,A4:08:F5:1B:88:3E,-66, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,08:7E:64:3F:45:A0,-76, ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,TeleCentro Wifi,A6:08:F5:1B:89:30,-66, OPN,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,Telecentro-8838,A4:08:F5:1B:88:3E,-66, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,Telecentro-8838,A4:08:F5:1B:88:3E,-82, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,F4:6B:EF:D3:ED:3B,-34, ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,casadelocos,F4:6B:EF:D3:ED:3B,-34, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,casadelocos,F4:6B:EF:D3:ED:3B,-36, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,casadelocos,F4:6B:EF:D3:ED:3B,-82, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,F6:6B:EF:D3:EE:3D,-38, ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,C0:25:67:3C:E9:61,-68, ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,Nexxt_1200MB,C0:25:67:3C:E9:61,-72, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,Nexxt_1200MB,C0:25:67:3C:E9:61,-74, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,casadelocos_EXT,84:D8:1B:37:46:A4,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,TeleCentro Wifi,A6:08:F5:1B:89:30,-70, OPN,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,Telecentro-8838,A4:08:F5:1B:88:3E,-70, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,86:D8:1B:07:46:A4,-42,,0.000000,0.000000,0.000,0.000,Client
2022-03-02 10:29:27,1900-01-00 00:00:00,,86:D8:1B:07:46:A4,-44,,0.000000,0.000000,0.000,0.000,Client
2022-03-02 10:29:27,1900-01-00 00:00:00,,D8:13:99:AC:39:10,-48,,0.000000,0.000000,0.000,0.000,Client
2022-03-02 10:29:27,1900-01-00 00:00:00,TeleCentro Wifi,A6:08:F5:1B:89:30,-70, OPN,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,Telecentro-8838,A4:08:F5:1B:88:3E,-70, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,Telecentro-8838,A4:08:F5:1B:88:3E,-70, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,Alejandro,88:DE:7C:AB:05:EF,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,EE:7F:BB:77:44:15,-82,,0.000000,0.000000,0.000,0.000,Client
2022-03-02 10:29:27,1900-01-00 00:00:00,casadelocos,F4:6B:EF:D3:ED:3B,-30, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,TeleCentro Wifi,F6:6B:EF:D3:EE:3D,-30, OPN,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,casadelocos_EXT,84:D8:1B:37:46:A4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,casadelocos_EXT,84:D8:1B:37:46:A4,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,82:20:DA:58:94:AE,-80, ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,D8:FB:5E:53:58:31,-78, ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,casadelocos,F4:6B:EF:D3:ED:3B,-30, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,TeleCentro Wifi,F6:6B:EF:D3:EE:3D,-14, OPN,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,58:2F:F7:99:95:68,-78, ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,5A:2F:F7:99:97:69,-76, ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,Telecentro-9563,58:2F:F7:99:95:68,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,Alejandro,88:DE:7C:AB:05:EF,-70, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,EE:7F:BB:77:44:15,-80,,0.000000,0.000000,0.000,0.000,Client
2022-03-02 10:29:27,1900-01-00 00:00:00,,80:20:DA:58:93:AC,-80, ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,TeleCentro Wifi,82:20:DA:58:94:AE,-80, OPN,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,casadelocos_EXT,84:D8:1B:37:46:A4,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,Fibertel WiFi 220 2.4GHz,58:2F:F7:9A:05:0D,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,casadelocos,F4:6B:EF:D3:ED:3B,-34, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,casadelocos,F4:6B:EF:D3:ED:3B,-34, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,TeleCentro Wifi,F6:6B:EF:D3:EE:3D,-34, OPN,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,,D8:13:99:AC:39:10,-42,,0.000000,0.000000,0.000,0.000,Client
2022-03-02 10:29:27,1900-01-00 00:00:00,casadelocos,F4:6B:EF:D3:ED:3B,-34, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,TeleCentro Wifi,F6:6B:EF:D3:EE:3D,-34, OPN,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,casadelocos_EXT,84:D8:1B:37:46:A4,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,casadelocos_EXT,84:D8:1B:37:46:A4,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,casadelocos_EXT,84:D8:1B:37:46:A4,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:27,1900-01-00 00:00:00,Alejandro,88:DE:7C:AB:05:EF,-68, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,casadelocos_EXT,84:D8:1B:37:46:A4,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,casadelocos,F4:6B:EF:D3:ED:3B,-34, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,TeleCentro Wifi,F6:6B:EF:D3:EE:3D,-34, OPN,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,Telecentro-9563,58:2F:F7:99:95:68,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,TeleCentro Wifi,5A:2F:F7:99:97:69,-72, OPN,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,Fibertel WiFi265 2.4GHz,38:3F:B3:E2:EB:F8,-68, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,Speedy-Fibra-silvia,08:6A:0A:A7:2E:19,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,Alejandro,88:DE:7C:AB:05:EF,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,TeleCentro-93a7,80:20:DA:58:93:AC,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,TeleCentro Wifi,82:20:DA:58:94:AE,-78, OPN,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,casadelocos_EXT,84:D8:1B:37:46:A4,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,casadelocos,F4:6B:EF:D3:ED:3B,-30, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,casadelocos_EXT,84:D8:1B:37:46:A4,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,TeleCentro Wifi,F6:6B:EF:D3:EE:3D,-30, OPN,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,casadelocos_EXT,84:D8:1B:37:46:A4,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,Fibertel WiFi265 2.4GHz,38:3F:B3:E2:EB:F8,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,casadelocos,F4:6B:EF:D3:ED:3B,-82, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2022-03-02 10:29:28,1900-01-00 00:00:00,TeleCentro Wifi,F6:6B:EF:D3:EE:3D,-30, OPN,0.000000,0.000000,0.000,0.000,AP
